5.807143881706691602e+00,-1.253779886373818792e-02,-7.383024522424769427e-03,-3.687419834327744506e-02,1.902044409778055542e-02,-2.576199302151584505e-03,-2.683589428922634329e-02,1.440377446618140191e-02,-4.021865619401216417e-03,-4.742027102884024264e-02,9.497886651113302686e-03,1.554054387774526751e-02,8.360562229156867642e-02
5.803936168691598674e+00,-1.105023339465529934e-02,-4.324473259730513691e-03,-5.872922350508068268e-02,2.275629066091771832e-02,3.406660646879661539e-03,-3.765354839476912907e-02,1.500183037661314937e-02,-1.064888053449661830e-02,-6.931079118007811568e-02,8.461925737181031845e-03,2.540162254661110577e-02,1.420496593020792453e-01
5.801353688045363555e+00,-5.432626508966344192e-03,1.458769971896479480e-03,-7.469541453761627259e-02,2.435064285504872153e-02,4.713464651263873234e-03,-4.162272110114834112e-02,1.664219023420871607e-02,-1.512737676556688560e-02,-7.850800504267542446e-02,7.352748736749297950e-03,3.573288104188683534e-02,1.852784935423440194e-01
5.799295291327284829e+00,6.759091022117986319e-04,-2.870573908342087706e-03,-8.793464375073326011e-02,2.437810667226104899e-02,1.026628212114742700e-02,-4.271927537610892278e-02,1.990261330064279494e-02,-1.671277945393801617e-02,-8.048967374528820384e-02,5.778616711486040530e-03,4.446906428847959697e-02,2.183446357445697483e-01
5.797636887476452117e+00,-2.130472891378394282e-03,4.052416246722001861e-03,-9.877870645248426618e-02,2.355228610360172309e-02,1.721105464541127644e-02,-4.170238303119917084e-02,2.311080514751261833e-02,-1.742745484360158290e-02,-7.795058366278362350e-02,3.776027636048867164e-03,5.219079692492741007e-02,2.447780997588811791e-01
5.796319845928297632e+00,6.241786659895175865e-03,2.553613950516705859e-04,-1.073311339127934610e-01,2.096163210423957618e-02,2.391979915756650005e-02,-3.939271001311452775e-02,2.577841486311860386e-02,-1.822111986923779028e-02,-7.343567025371258716e-02,2.666185232248341822e-03,5.887421664084882544e-02,2.669603311097057952e-01
5.795264541421106586e+00,3.889772852986440269e-03,-3.448292563183108592e-03,-1.154455237788832717e-01,1.830804688575651817e-02,3.069849215574381451e-02,-3.701670448468357549e-02,2.861716200419740785e-02,-1.798634002397211940e-02,-6.788498088522591789e-02,8.988183333500413767e-04,6.397652062242478732e-02,2.858961103701278539e-01
5.794407486628929682e+00,3.133914216899499026e-03,3.919549213234624005e-03,-1.217127957953864359e-01,1.510945994482315244e-02,3.625748396323057177e-02,-3.357217570457078637e-02,3.027590405307965110e-02,-1.871129297467603522e-02,-6.109954413003679946e-02,-5.261777603027691617e-04,6.883907702007548146e-02,3.024102619667904945e-01
5.793739729231179858e+00,1.790278453170429315e-03,-3.800961176214315979e-04,-1.275828223731116096e-01,1.108213482703058680e-02,4.117825000671502395e-02,-3.053561072836209755e-02,3.206096486230719522e-02,-1.889429623466943112e-02,-5.480024919809762390e-02,8.530306398573691065e-03,7.230430068264691312e-02,3.172456809533825695e-01
5.793193244731464020e+00,5.797970722987381281e-04,6.728098627199671604e-03,-1.330246891113636976e-01,7.829855439882259238e-03,4.573052872666621277e-02,-2.712663884488108329e-02,3.351903572952896759e-02,-1.899633642160000746e-02,-4.784943696949110065e-02,5.497208505785796881e-03,7.509444176725668663e-02,3.301665131936893371e-01
